{'model_name': 'DPCNN', 'dpcnn_conv2_kernel_1': 3, 'dpcnn_conv2_output_size_1': 32, 'dpcnn_conv2_kernel_2': 3, 'dpcnn_conv2_output_size_2': 64, 'liner_1_output_size': 128, 'dropout_p': 0.1, 'seed': 1, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 50, 'DataSet': 'kddcup2015', 'day': 14, 'future_day': 16, 'data_dilution_ratio': 1.0, 'whether_process': False, 'loss_func': 'MSE', 'cuda': 0, 'bce_weight': 0.05, 'multi_task_enable': 0, 'fine_grained': 0, 'device': device(type='cuda', index=0), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'act_feat_num': 7}
      train: epoch 0 loss 0.074723  rmse 0.1458  df(ActivateDay.Avg) 0.9336  MAE 0.0802
     train: epoch 20 loss 0.070706  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
     train: epoch 21 loss 0.070707  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
     train: epoch 22 loss 0.070722  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
     train: epoch 23 loss 0.070730  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024400  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
                test loss 0.024618  rmse 0.1449  df(ActivateDay.Avg) 1.0000  MAE 0.0788
     train: epoch 24 loss 0.050507  rmse 0.1199  df(ActivateDay.Avg) 0.4242  MAE 0.0730
               valid loss 0.013474  rmse 0.1072  df(ActivateDay.Avg) 0.3209  MAE 0.0771
                test loss 0.013939  rmse 0.1091  df(ActivateDay.Avg) 0.3514  MAE 0.0790
     train: epoch 25 loss 0.038807  rmse 0.1051  df(ActivateDay.Avg) 0.0390  MAE 0.0707
               valid loss 0.012794  rmse 0.1045  df(ActivateDay.Avg) 0.1924  MAE 0.0689
                test loss 0.012936  rmse 0.1051  df(ActivateDay.Avg) 0.1660  MAE 0.0696
     train: epoch 26 loss 0.038485  rmse 0.1046  df(ActivateDay.Avg) 0.0380  MAE 0.0707
               valid loss 0.012580  rmse 0.1036  df(ActivateDay.Avg) 0.1305  MAE 0.0692
                test loss 0.012778  rmse 0.1044  df(ActivateDay.Avg) 0.1035  MAE 0.0700
     train: epoch 27 loss 0.037878  rmse 0.1038  df(ActivateDay.Avg) 0.0241  MAE 0.0703
               valid loss 0.013166  rmse 0.1060  df(ActivateDay.Avg) 0.3293  MAE 0.0684
     train: epoch 28 loss 0.037893  rmse 0.1038  df(ActivateDay.Avg) 0.0335  MAE 0.0702
               valid loss 0.012861  rmse 0.1048  df(ActivateDay.Avg) 0.2573  MAE 0.0688
     train: epoch 29 loss 0.037704  rmse 0.1036  df(ActivateDay.Avg) 0.0269  MAE 0.0699
               valid loss 0.012503  rmse 0.1033  df(ActivateDay.Avg) 0.1688  MAE 0.0684
                test loss 0.012618  rmse 0.1038  df(ActivateDay.Avg) 0.1408  MAE 0.0691
     train: epoch 30 loss 0.037237  rmse 0.1029  df(ActivateDay.Avg) 0.0228  MAE 0.0694
               valid loss 0.012544  rmse 0.1035  df(ActivateDay.Avg) 0.1991  MAE 0.0681
     train: epoch 31 loss 0.036733  rmse 0.1022  df(ActivateDay.Avg) 0.0219  MAE 0.0686
               valid loss 0.012258  rmse 0.1023  df(ActivateDay.Avg) 0.0377  MAE 0.0684
                test loss 0.012438  rmse 0.1030  df(ActivateDay.Avg) 0.0084  MAE 0.0696
     train: epoch 32 loss 0.036406  rmse 0.1018  df(ActivateDay.Avg) 0.0167  MAE 0.0680
               valid loss 0.012299  rmse 0.1024  df(ActivateDay.Avg) 0.0201  MAE 0.0682
     train: epoch 33 loss 0.035987  rmse 0.1012  df(ActivateDay.Avg) 0.0075  MAE 0.0672
               valid loss 0.012329  rmse 0.1026  df(ActivateDay.Avg) 0.0618  MAE 0.0674
     train: epoch 34 loss 0.035525  rmse 0.1005  df(ActivateDay.Avg) 0.0025  MAE 0.0664
               valid loss 0.012663  rmse 0.1040  df(ActivateDay.Avg) 0.1308  MAE 0.0668
     train: epoch 35 loss 0.035265  rmse 0.1002  df(ActivateDay.Avg) 0.0022  MAE 0.0659
               valid loss 0.012474  rmse 0.1032  df(ActivateDay.Avg) 0.0787  MAE 0.0660
     train: epoch 36 loss 0.034919  rmse 0.0997  df(ActivateDay.Avg) 0.0091  MAE 0.0650
               valid loss 0.012244  rmse 0.1022  df(ActivateDay.Avg) 0.0285  MAE 0.0650
                test loss 0.012170  rmse 0.1019  df(ActivateDay.Avg) 0.0024  MAE 0.0657
     train: epoch 37 loss 0.034284  rmse 0.0988  df(ActivateDay.Avg) 0.0015  MAE 0.0645
               valid loss 0.012931  rmse 0.1050  df(ActivateDay.Avg) 0.2019  MAE 0.0647
     train: epoch 38 loss 0.033946  rmse 0.0983  df(ActivateDay.Avg) 0.0112  MAE 0.0635
               valid loss 0.012188  rmse 0.1020  df(ActivateDay.Avg) 0.0741  MAE 0.0628
                test loss 0.012097  rmse 0.1016  df(ActivateDay.Avg) 0.0514  MAE 0.0633
     train: epoch 39 loss 0.033812  rmse 0.0981  df(ActivateDay.Avg) 0.0073  MAE 0.0634
               valid loss 0.012084  rmse 0.1015  df(ActivateDay.Avg) 0.0119  MAE 0.0626
                test loss 0.012018  rmse 0.1013  df(ActivateDay.Avg) 0.0144  MAE 0.0633
     train: epoch 40 loss 0.033059  rmse 0.0970  df(ActivateDay.Avg) 0.0173  MAE 0.0622
               valid loss 0.011898  rmse 0.1008  df(ActivateDay.Avg) 0.0793  MAE 0.0647
                test loss 0.012086  rmse 0.1016  df(ActivateDay.Avg) 0.1112  MAE 0.0661
     train: epoch 41 loss 0.032122  rmse 0.0956  df(ActivateDay.Avg) 0.0264  MAE 0.0612
               valid loss 0.012311  rmse 0.1025  df(ActivateDay.Avg) 0.1962  MAE 0.0597
     train: epoch 42 loss 0.031742  rmse 0.0950  df(ActivateDay.Avg) 0.0190  MAE 0.0608
               valid loss 0.011859  rmse 0.1006  df(ActivateDay.Avg) 0.1054  MAE 0.0663
                test loss 0.012056  rmse 0.1014  df(ActivateDay.Avg) 0.1395  MAE 0.0674
     train: epoch 43 loss 0.030807  rmse 0.0936  df(ActivateDay.Avg) 0.0332  MAE 0.0602
               valid loss 0.012239  rmse 0.1022  df(ActivateDay.Avg) 0.0988  MAE 0.0653
     train: epoch 44 loss 0.030358  rmse 0.0929  df(ActivateDay.Avg) 0.0189  MAE 0.0591
               valid loss 0.011779  rmse 0.1003  df(ActivateDay.Avg) 0.0143  MAE 0.0625
                test loss 0.012002  rmse 0.1012  df(ActivateDay.Avg) 0.0489  MAE 0.0635
     train: epoch 45 loss 0.029706  rmse 0.0919  df(ActivateDay.Avg) 0.0263  MAE 0.0587
               valid loss 0.012562  rmse 0.1035  df(ActivateDay.Avg) 0.1764  MAE 0.0682
     train: epoch 46 loss 0.028974  rmse 0.0908  df(ActivateDay.Avg) 0.0252  MAE 0.0578
               valid loss 0.012402  rmse 0.1029  df(ActivateDay.Avg) 0.1650  MAE 0.0590
     train: epoch 47 loss 0.028723  rmse 0.0904  df(ActivateDay.Avg) 0.0210  MAE 0.0576
               valid loss 0.012316  rmse 0.1025  df(ActivateDay.Avg) 0.0657  MAE 0.0660
     train: epoch 48 loss 0.028310  rmse 0.0897  df(ActivateDay.Avg) 0.0194  MAE 0.0572
               valid loss 0.012250  rmse 0.1022  df(ActivateDay.Avg) 0.0060  MAE 0.0637
     train: epoch 49 loss 0.028121  rmse 0.0894  df(ActivateDay.Avg) 0.0142  MAE 0.0568
               valid loss 0.012429  rmse 0.1030  df(ActivateDay.Avg) 0.1307  MAE 0.0672
best_epoch: 45.0000
  best_valid_rmse 0.1003  best_valid_df 0.0143  best_valid_MAE 0.0625 
  best_rmse 0.1012  best_df 0.0489 best_MAE 0.0635
