user_id,register_type,device_type,truth,day1,day2,day3,day4,day5,day6,day7,total_activity_day,truth_rate
572651,2,408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
200677,2,256,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.5714285714285714
121072,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283372,0,13,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.8571428571428571
1046808,1,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286389,1,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.42857142857142855
785752,2,5768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65439,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070734,2,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14285714285714285
409296,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507130,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46089,1,11,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,0.8571428571428571
363195,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
826213,2,5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.7142857142857143
1095380,7,671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742578,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278433,5,1394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323276,0,86,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.2857142857142857
1080404,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371793,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581535,0,243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
623713,2,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285
613814,1,70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
1230657,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181217,1,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14285714285714285
393403,0,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647111,1,562,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285
301007,1,191,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,0.8571428571428571
1720,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135240,1,598,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285
1005097,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265157,0,177,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285
422203,0,767,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.2857142857142857
491162,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392276,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119103,1,542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493601,0,2,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.5714285714285714
987199,0,23,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,0.7142857142857143
428929,0,325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764894,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901027,0,1917,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.42857142857142855
716335,1,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.14285714285714285
1132054,0,68,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857
1201394,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79180,2,1401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363940,0,385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1171561,2,23664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29588,1,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225105,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479488,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
1349377,0,237,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.7142857142857143
755950,1,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867067,1,1225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208320,2,22,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.42857142857142855
644685,0,1325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580269,0,14,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.7142857142857143
1278006,0,243,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.2857142857142857
900759,2,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301088,0,345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
846124,0,69,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.42857142857142855
873341,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373134,2,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547864,0,200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14285714285714285
1145926,0,638,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285
741300,2,73577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685607,5,671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096768,1,1654,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,0.7142857142857143
544078,0,48,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.42857142857142855
500537,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126528,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470633,2,645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260044,0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147129,0,217,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,0.7142857142857143
708206,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578505,2,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473398,0,323,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.7142857142857143
805787,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905493,0,27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285
706631,1,293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875685,4,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969252,0,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
24482,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935166,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316877,0,8,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,0.5714285714285714
1163109,0,495,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285
657176,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024790,2,54196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216256,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908794,0,7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.5714285714285714
154609,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283254,0,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
498488,1,949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969395,0,19,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.2857142857142857
64315,0,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354563,3,26795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356592,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
706245,2,11,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.5714285714285714
173080,2,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.42857142857142855
315508,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889586,1,34,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.42857142857142855
932852,2,29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
196795,1,33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.8571428571428571
700459,1,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784518,1,868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149160,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251319,1,77,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0.7142857142857143
526703,2,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320032,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.8571428571428571
119327,1,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.42857142857142855
627445,0,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333459,0,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,0.8571428571428571
588012,0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12034,0,10,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.42857142857142855
146820,0,3730,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857
1243074,2,15,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,0.8571428571428571
271512,1,51,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.5714285714285714
1257585,1,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124798,1,402,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285
82342,2,67,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.42857142857142855
1045093,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087280,7,705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182906,0,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934918,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856907,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564522,1,1101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889866,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986839,1,461,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.2857142857142857
551821,1,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988294,1,96,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.42857142857142855
1022936,1,690,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
349043,0,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.8571428571428571
1010794,0,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1274576,1,107,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.42857142857142855
109973,0,341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
134299,1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005835,1,45,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.14285714285714285
864582,7,2100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285
1293122,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896835,1,1272,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.2857142857142857
630631,0,757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
1121791,2,28,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,0.8571428571428571
1038314,2,22,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.42857142857142855
129695,1,197,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285
1344791,1,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.2857142857142857
1096813,0,124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
848341,0,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068843,0,502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419912,0,12,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.7142857142857143
823586,0,88,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285
296386,2,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,0.8571428571428571
1161945,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200400,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195373,0,4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,0.8571428571428571
973391,1,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65575,0,455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.8571428571428571
837576,0,4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.5714285714285714
298119,1,4038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358198,1,7042,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,0.8571428571428571
375546,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544646,0,29,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,0.8571428571428571
607849,1,16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.2857142857142857
354025,1,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331521,1,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191566,1,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14285714285714285
199629,1,1886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236008,1,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214542,2,105,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.42857142857142855
350622,2,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.14285714285714285
190614,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964475,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45704,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878391,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105526,2,21372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164445,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488255,1,407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143944,2,2724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802240,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314381,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863520,1,372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322780,1,955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115620,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004240,1,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91631,0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
1306292,1,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305295,1,483,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.8571428571428571
46877,0,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366339,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055951,1,788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186938,0,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253904,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78349,1,23,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.2857142857142857
1260188,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016609,1,5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.42857142857142855
993751,1,117,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.42857142857142855
826191,0,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
1042464,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.2857142857142857
600907,1,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285
75238,1,16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285
600462,2,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43426,0,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
1016709,0,196,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285
1076150,1,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861690,1,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346568,0,469,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0.7142857142857143
461873,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102232,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056760,0,51,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.42857142857142855
1360047,1,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548821,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525224,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626427,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354599,1,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892684,2,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294385,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488384,2,518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127998,1,2221,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285
171819,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197226,0,12,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.7142857142857143
66852,4,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
